title,url,category,technologies,english,experience
Team/Tech Lead Backend Engineer,https://djinni.co/jobs/480484-team-tech-lead-backend-engineer/,Python,,Upper-Intermediate,5
Senior Python Developer- relocation to Poland,https://djinni.co/jobs/467162-senior-python-developer-relocation-to-poland/,Python,,Intermediate,3
"Tech Lead Python
          

          

          
  
    
      $7500-10000",https://djinni.co/jobs/480450-tech-lead-python/,Python,"['Python (Flask or Django)', 'REST', 'AWS', 'PostgreSQL', 'Timeseries Db']",Advanced/Fluent,5
"Middle+ Python Developer 2010/01
          

          

          
  
    
      $3000-4000",https://djinni.co/jobs/480374-middle-python-developer-2010-01/,Python,"['Python', 'Django']",Intermediate,3
Senior Python Engineer (Blockchain\Crypto),https://djinni.co/jobs/480348-senior-python-engineer-blockchain-crypto-/,Python,"['Python', 'Blockchain and Cryptocurrency', 'Blockchain']",Upper-Intermediate,5
Python Developer,https://djinni.co/jobs/480327-python-developer/,Python,,Intermediate,3
Middle/Senior Python Developer(AdTech),https://djinni.co/jobs/481116-middle-senior-python-developer-adtech-/,Python,"['Python', 'Algorithms and Data Structures', 'Scala', 'Spark', 'Knowledge of SQL']",Upper-Intermediate,5
Senior Python Engineer,https://djinni.co/jobs/481111-senior-python-engineer/,Python,"['Python', 'AWS']",Intermediate,3
Senior Python Developer,https://djinni.co/jobs/418343-senior-python-developer/,Python,,Upper-Intermediate,3
Lead Python Software Engineer,https://djinni.co/jobs/481106-lead-python-software-engineer/,Python,"['Python', 'AWS']",Intermediate,5
Middle Python Developer,https://djinni.co/jobs/481073-middle-python-developer/,Python,"['Python', 'Django', 'Django Rest Framework']",,2
Python developer,https://djinni.co/jobs/454834-python-developer/,Python,,Intermediate,2
Software Engineer (Python),https://djinni.co/jobs/406398-software-engineer-python-/,Python,"['Python', 'Microservices', 'Kubernetes', 'Big Data']",Upper-Intermediate,3
Senior Python Engineer,https://djinni.co/jobs/481013-senior-python-engineer/,Python,,Advanced/Fluent,5
Middle\Senior Python Developer (ADTech),https://djinni.co/jobs/480990-middle-senior-python-developer-adtech-/,Python,"['Python', 'Scala', 'Algorithms and Data Structures']",Upper-Intermediate,3
Senior Python Engineer,https://djinni.co/jobs/480965-senior-python-engineer/,Python,,Upper-Intermediate,3
Senior Python developer,https://djinni.co/jobs/480963-senior-python-developer/,Python,,Upper-Intermediate,3
Middle Python ML Engineer,https://djinni.co/jobs/480939-middle-python-ml-engineer/,Python,"['GraphQL', 'AWS', 'Python', 'ElasticSearch', 'Kafka']",,3
Full-Stack Technical Lead,https://djinni.co/jobs/480903-full-stack-technical-lead/,Python,,Upper-Intermediate,5
Senior Software Developer (Relocation to Italy),https://djinni.co/jobs/449434-senior-software-developer-relocation-to-italy/,Python,,Upper-Intermediate,5
Senior Python Developer (Relocation to Poland),https://djinni.co/jobs/467247-senior-python-developer-relocation-to-poland-/,Python,,Upper-Intermediate,3
Python backend developer,https://djinni.co/jobs/486600-python-backend-developer/,Python,"['Python', 'Knowledge of SQL', 'Database']",Intermediate,3
Python Tech Lead,https://djinni.co/jobs/460991-python-tech-lead/,Python,"['Python', 'Data Engineer', 'Databases: MySQL;']",Upper-Intermediate,5
Python/Django Engineer,https://djinni.co/jobs/473745-python-django-engineer/,Python,"['Python', 'Django', 'Celery', 'Docker', 'JIRA', 'BitBucket', 'Linux']",Upper-Intermediate,3
"Python Tech Lead
          

          

          
  
    
      $8000-11000",https://djinni.co/jobs/397060-python-tech-lead/,Python,"['Python', 'AWS', 'RDS', 'Lambda', 'SQS', 'Cloud Front', 'Cloud Watch', 'REST API', 'Postgres DB', 'SaaS', 'React JS']",Intermediate,2
Junior Python and С/С++ Developer,https://djinni.co/jobs/473986-junior-python-and-s-s-developer/,Python,,,1
Senior Python Engineer,https://djinni.co/jobs/486555-senior-python-engineer/,Python,,Advanced/Fluent,3
Python/Django Engineer,https://djinni.co/jobs/473617-python-django-engineer/,Python,"['Python', 'Django', 'Celery']",Upper-Intermediate,3
"Middle Python Developer
          

          

          
  
    
      $2000-4000",https://djinni.co/jobs/486538-middle-python-developer/,Python,"['Pandas', 'NumPy', 'PyTorch', 'Keras;']",Intermediate,2
Python Developer,https://djinni.co/jobs/474026-python-developer/,Python,"['Python', 'Python', 'Django']",Intermediate,3
Python Developer,https://djinni.co/jobs/486481-python-developer/,Python,,Upper-Intermediate,3
Tech Lead/ Senior Python Developer,https://djinni.co/jobs/474027-tech-lead-senior-python-developer/,Python,"['Python', 'Knowledge of SQL']",Upper-Intermediate,3
Senior Python Developer,https://djinni.co/jobs/486474-senior-python-developer/,Python,"['Python', 'asyncio', 'PostgreSQL', 'Python3', 'Redis']",Intermediate,3
Solution Architect,https://djinni.co/jobs/486473-solution-architect/,Python,"['Python', 'Java', 'JavaScript']",Upper-Intermediate,5
Middle та Senior Python Developer для розробки продукту у сфері гостинності та нерухомості,https://djinni.co/jobs/486450-middle-ta-senior-python-developer-dlia-rozrob/,Python,['Python'],Intermediate,3
Python Backend Developer,https://djinni.co/jobs/393513-python-backend-developer/,Python,"['Python', 'C#', 'backend']",Upper-Intermediate,2
"Middle Python Developer
          

          

          
  
    
      $1400-2500",https://djinni.co/jobs/479576-middle-python-developer/,Python,"['Python', 'Django', 'API', 'Django Rest Framework', 'Flask']",Upper-Intermediate,2
"Senior Tableau Developer
          

          

          
  
      до $3000",https://djinni.co/jobs/479565-senior-tableau-developer/,Python,"['Python', 'Tableau']",Intermediate,3
Senior Python Engineer,https://djinni.co/jobs/466334-senior-python-engineer/,Python,,Intermediate,3
Senior Python Developer (Europe Anywhere),https://djinni.co/jobs/423168-senior-python-developer-europe-anywhere-/,Python,,Intermediate,5
Middle Python Developer,https://djinni.co/jobs/444024-middle-python-developer/,Python,"['Python', 'GIT', 'Docker', 'REST']",Intermediate,3
Middle+ Python developer,https://djinni.co/jobs/479481-middle-python-developer/,Python,['Django'],Beginner/Elementary,3
"Senior Python Developer
          

          

          
  
    
      $3500-5500",https://djinni.co/jobs/434698-senior-python-developer/,Python,"['Python', 'Django', 'AWS']",Upper-Intermediate,3
Middle/Senior Full-Stack Engineer (Python/Angular),https://djinni.co/jobs/467117-middle-senior-full-stack-engineer-python-angu/,Python,"['Python', 'Django', 'Flask', 'Angular']",Upper-Intermediate,3
Senior Python Developer,https://djinni.co/jobs/388308-senior-python-developer/,Python,"['Python', 'Senior developer']",Intermediate,3
"Middle-Senior Python Developer for Quant Hedge Fund project
          

          

          
  
    
      $2000-4000",https://djinni.co/jobs/479368-middle-senior-python-developer-for-quant-hedg/,Python,['Python'],Upper-Intermediate,3
Middle+ Python Developer,https://djinni.co/jobs/479345-middle-python-developer/,Python,"['Django', 'Celery', 'MySQL', 'PostgreSQL', 'Docker', 'AWS Lambda', 'Elasctisearch']",Intermediate,3
Back End Engineer (Python) for Cyrebro,https://djinni.co/jobs/479323-back-end-engineer-python-for-cyrebro/,Python,"['Python', 'OOP', 'Microservices', 'Agile  Scrum']",Intermediate,3
Senior Python Developer,https://djinni.co/jobs/440615-senior-python-developer/,Python,,Upper-Intermediate,5
Python Scraping expert,https://djinni.co/jobs/86357-python-scraping-expert/,Python,"['python', 'scraping']",Intermediate,1
Python Developer (US company from Fortune 500),https://djinni.co/jobs/452966-python-developer-us-company-from-fortune-500-/,Python,"['PostGres', 'MySQL', 'Oracle', 'NoSQL', 'AWS']",Intermediate,5
Python Developer,https://djinni.co/jobs/480324-python-developer/,Python,"['Python', 'Python', 'Django']",Intermediate,3
Python developer,https://djinni.co/jobs/480307-python-developer/,Python,,,1
Middle Python Developer,https://djinni.co/jobs/390860-middle-python-developer/,Python,,Intermediate,2
Technical Interviewer,https://djinni.co/jobs/480276-technical-interviewer/,Python,"['Ruby', 'Python', 'JavaScript', 'JavaScript', 'NodeJS']",Advanced/Fluent,5
"Python Developer
          

          

          
  
    
      $500-1000",https://djinni.co/jobs/480159-python-developer/,Python,"['Python', 'Python', 'Django', 'Python3', 'Telegram API', 'Redis', 'Docker']",Intermediate,1
Python Developer,https://djinni.co/jobs/480179-python-developer/,Python,"['Python', 'Python', 'Django', 'Flask', 'Django', 'Flask', 'Aiohttp', 'FastApi']",Upper-Intermediate,3
"Python developer (Computer Vision, ML)",https://djinni.co/jobs/173463-python-developer-computer-vision-ml-/,Python,"['python', 'computer vision', 'machine learning']",Intermediate,1
Software Engineer_Relocate,https://djinni.co/jobs/480127-software-engineer_relocate/,Python,"['Python', 'Unix', 'Linux', 'TDD', 'RESTful API', 'C', 'C++']",Upper-Intermediate,5
Tech Lead Backend (Python) Developer,https://djinni.co/jobs/480129-tech-lead-backend-python-developer/,Python,"['Python', 'Django']",Upper-Intermediate,5
"Back End Engineer (Python)
          

          

          
  
    
      $3000-5000",https://djinni.co/jobs/480032-back-end-engineer-python-/,Python,['Python'],Upper-Intermediate,3
"Middle/Senior Python Developer
          

          

          
  
    
      $3000-6000",https://djinni.co/jobs/480019-middle-senior-python-developer/,Python,"['Python', 'Django']",Upper-Intermediate,3
Python Developer,https://djinni.co/jobs/435984-python-developer/,Python,['Python'],Upper-Intermediate,3
Senior Computer Vision Engineer – HCI,https://djinni.co/jobs/340175-senior-computer-vision-engineer-hci/,Python,"['Machine Learning', 'Python', 'Deep Learning', 'C++', 'Keras', 'PyTorch', 'Tensorflow']",Intermediate,3
Tech Lead Python,https://djinni.co/jobs/479979-tech-lead-python/,Python,"['Python', 'Microservices', 'AWS', 'Django']",Upper-Intermediate,5
Middle Python developer,https://djinni.co/jobs/466590-middle-python-developer/,Python,,Intermediate,2
"Middle/Senior Python developer
          

          

          
  
    
      $2000-5000",https://djinni.co/jobs/477693-middle-senior-python-developer/,Python,"['PostgreSQL', 'Django Rest', 'DRF 3.X', 'Celery', 'AIO Http', 'Redis', 'Mongo']",Intermediate,3
Senior Backend Developer - Python,https://djinni.co/jobs/490393-senior-backend-developer-python/,Python,"['Python', 'Django']",Advanced/Fluent,5
Back-End Engineer (Experimentation),https://djinni.co/jobs/478125-back-end-engineer-experimentation-/,Python,"['Python', 'Knowledge of SQL']",Upper-Intermediate,2
Python Developer,https://djinni.co/jobs/478132-python-developer/,Python,"['Python', 'Java']",Intermediate,3
Cloud Software Engineer (AWS/Python Engineer),https://djinni.co/jobs/477047-cloud-software-engineer-aws-python-engineer-/,Python,"['AWS', 'Python']",Advanced/Fluent,5
Senior Developer Python / ML / Node.js with QA/QC experience / REST API/Django,https://djinni.co/jobs/490330-senior-developer-python-ml-node-js-with-qa-qc/,Python,"['Python', 'Django', 'HTML', 'CSS', 'JavaScript', 'Machine Learning', 'Algorithms and Data Structures']",Upper-Intermediate,5
"jr. Python (Django) developer
          

          

          
  
    
      $600-1500",https://djinni.co/jobs/243720-jr-python-django-developer/,Python,"['Python', 'fullstack', 'Vue.js', 'JavaScript', 'фулстек']",Intermediate,1
Middle / Middle+ Python Developer,https://djinni.co/jobs/490307-middle-middle-python-developer/,Python,"['Backend development', 'Python', 'Python', 'Django', 'Django Rest Framework']",Pre-Intermediate,3
"Tech Team Lead/ Lead Full-stack Developer(Python, Javascript)
          

          

          
  
    
      $8000-10500",https://djinni.co/jobs/475230-tech-team-lead-lead-full-stack-developer-pyth/,Python,"['Technical Leadership', 'Python', 'Full Stack', 'Team Lead']",Upper-Intermediate,5
Python developer (Flask+Azure),https://djinni.co/jobs/490242-python-developer-flask-azure-/,Python,"['Flask', 'Azure']",Intermediate,3
SENIOR BACK-END PYTHON DEVELOPER-developing a digital solution for an energy management system,https://djinni.co/jobs/490120-senior-back-end-python-developer-developing-a/,Python,,Upper-Intermediate,5
"Python developer
          

          

          
  
      від $2000",https://djinni.co/jobs/126674-python-developer/,Python,"['python', 'developer', 'full stack']",Intermediate,3
Middle Python Engineer,https://djinni.co/jobs/490058-middle-python-engineer/,Python,,Intermediate,2
"Senior Python Engineer
          

          

          
  
    
      $3000-4000",https://djinni.co/jobs/490036-senior-python-engineer/,Python,"['Python', 'Backend development', 'Flask']",Upper-Intermediate,3
Middle Python Developer,https://djinni.co/jobs/80025-middle-python-developer/,Python,"['Flask', 'Celery', 'Redis', 'PostgreSQL', 'Elasticsearch', 'PHP', 'Javascript']",Intermediate,3
Python developer,https://djinni.co/jobs/406601-python-developer/,Python,"['Python', 'Django', 'FastAPI', 'ORM']",Intermediate,2
"Python Django Software Developer
          

          

          
  
    
      $1000-4500",https://djinni.co/jobs/483799-python-django-software-developer/,Python,"['Python', 'Django', 'Docker', 'jQuery']",Upper-Intermediate,2
Full-Stack Developer (Python/React),https://djinni.co/jobs/483770-full-stack-developer-python-react-/,Python,"['Python', 'React', 'Redux']",Upper-Intermediate,3
Python Software Architect,https://djinni.co/jobs/483697-python-software-architect/,Python,,Upper-Intermediate,5
Python Tech Lead,https://djinni.co/jobs/483633-python-tech-lead/,Python,,Intermediate,5
Senior Full-Stack (Python/JS) Developer,https://djinni.co/jobs/483631-senior-full-stack-python-js-developer/,Python,"['React', 'Python', 'Web3', 'Blockchain', 'Type Script']",Upper-Intermediate,3
Lead Python Developer,https://djinni.co/jobs/483622-lead-python-developer/,Python,,Upper-Intermediate,5
Middle Python Developer,https://djinni.co/jobs/483611-middle-python-developer/,Python,,Intermediate,3
Senior Python Engineer,https://djinni.co/jobs/483610-senior-python-engineer/,Python,"['Python', 'Mongo DB', 'Kibana']",Intermediate,3
Python Support Engineer,https://djinni.co/jobs/483584-python-support-engineer/,Python,"['Python', 'Bash']",Intermediate,3
Python Developer (Scrapy),https://djinni.co/jobs/458816-python-developer-scrapy-/,Python,['Python Developer (Scrapy)'],,2
Senior/Lead Python Engineer (DWH),https://djinni.co/jobs/483572-senior-lead-python-engineer-dwh-/,Python,,,5
"Middle Pyhon Back End Engineer CyVers (Ukraine, Georgia, Turkey, Azerbaidjan, Armenia, Kazakhstan)",https://djinni.co/jobs/483553-middle-pyhon-back-end-engineer-cyvers-ukraine/,Python,"['Python', 'Blockchain', 'Blockchain and Cryptocurrency', 'blockchain', 'AWS']",Upper-Intermediate,3
Python Back-End Developer / DevOps (EU based),https://djinni.co/jobs/483430-python-back-end-developer-devops-eu-based-/,Python,"['Python', 'AWS']",Upper-Intermediate,3
Senior/Lead Python (Django) Developer (Recommender),https://djinni.co/jobs/483356-senior-lead-python-django-developer-recommend/,Python,,,3
Python Developer Senior,https://djinni.co/jobs/369126-python-developer-senior/,Python,,,5
Python Developer,https://djinni.co/jobs/487838-python-developer/,Python,['Python'],Intermediate,3
Full-stack Developer (Python 80% and FE( React or Backbone or similar) 20%),https://djinni.co/jobs/487815-full-stack-developer-python-80-and-fe-react-o/,Python,,Upper-Intermediate,5
Junior xIL Model Framework Engineer(SIL/ Test Framework Developer) IRC167876,https://djinni.co/jobs/487792-junior-xil-model-framework-engineer-sil-test-/,Python,"['Python', 'Git', 'automation testing', 'C++', 'xiL']",Intermediate,2
Senior Python Developer,https://djinni.co/jobs/487766-senior-python-developer/,Python,,,5
Python Engineer (Middle),https://djinni.co/jobs/487760-python-engineer-middle-/,Python,['Python'],Intermediate,2
Middle Python Developer,https://djinni.co/jobs/487730-middle-python-developer/,Python,,,2
Python Developer,https://djinni.co/jobs/487695-python-developer/,Python,,Intermediate,2
Junior Python developer,https://djinni.co/jobs/238194-junior-python-developer/,Python,"['Python', 'AWS', 'Docker', 'Django', 'Flask', 'Serverless']",Upper-Intermediate,0
Senior Python Developer,https://djinni.co/jobs/475741-senior-python-developer/,Python,"['Python', 'Django']",Upper-Intermediate,3
Senior Python Developer for offline mapping app,https://djinni.co/jobs/402323-senior-python-developer-for-offline-mapping-a/,Python,"['Python', 'Django', 'Python3', 'Python', 'Django', 'Flask', 'Software Engineering', 'Senior']",Intermediate,5
"Quantitative Researcher
          

          

          
  
      до $8000",https://djinni.co/jobs/487660-quantitative-researcher/,Python,"['quant', 'Solidity']",Upper-Intermediate,3
Senior Python Developer,https://djinni.co/jobs/393116-senior-python-developer/,Python,"['Django Rest Framework', 'Flask', 'AWS', 'API REST', 'MS SQL', 'No-SQL', 'SOLID']",Intermediate,5
Full stack Developer (Django+React),https://djinni.co/jobs/394242-full-stack-developer-django-react-/,Python,"['Django', 'React']",Intermediate,2
Senior/Middle Research Engineer,https://djinni.co/jobs/487551-senior-middle-research-engineer/,Python,,Intermediate,5
Back-End Engineer (Python) for CyVers,https://djinni.co/jobs/487046-back-end-engineer-python-for-cyvers/,Python,"['Python', 'AWS', 'Big Data', 'Blockchain and Cryptocurrency', 'Blockchain', 'Web3']",Upper-Intermediate,3
Middle/Senior Python Developer,https://djinni.co/jobs/263364-middle-senior-python-developer/,Python,"['Python', 'Django', 'SQL', 'PostgreSQL', 'MySQL', 'NoSQL', 'AWS']",Intermediate,3
Senior Python Software Engineer (AWS),https://djinni.co/jobs/449776-senior-python-software-engineer-aws-/,Python,"['Python', 'AWS', 'Amazon Web Services', 'AWS Lambda', 'Team Lead']",Upper-Intermediate,3
Backend Engineer,https://djinni.co/jobs/487008-backend-engineer/,Python,"['Django', 'Docker', 'Nginx', 'Celery', 'AWS', 'Python', 'AWS RDS']",Upper-Intermediate,1
Senior Python Software Engineer,https://djinni.co/jobs/486987-senior-python-software-engineer/,Python,"['Python', 'AWS']",Upper-Intermediate,5
Python Developer,https://djinni.co/jobs/486986-python-developer/,Python,"['Python', 'Python3', 'AWS', 'Azure', 'GCP', 'K8s', 'Flask']",Intermediate,3
Senior Backend (Python) Developer,https://djinni.co/jobs/486528-senior-backend-python-developer/,Python,"['Python', 'OpenCV', 'Flask', 'Pandas', 'Elasctisearch', 'MongoDB']",Upper-Intermediate,3
Python developer,https://djinni.co/jobs/184635-python-developer/,Python,"['Python', 'Django', 'Django REST Framework']",Intermediate,3
Junior Python Developer,https://djinni.co/jobs/358192-junior-python-developer/,Python,"['Python', 'junior', 'Junior Python Developer', 'Junior Python', 'QA Automation']",Intermediate,1
"Senior Python Engineer
          

          

          
  
    
      $5000-6000",https://djinni.co/jobs/486937-senior-python-engineer/,Python,,Intermediate,5
Senior Python Engineer,https://djinni.co/jobs/486915-senior-python-engineer/,Python,,Upper-Intermediate,3
Python Developer (Flask),https://djinni.co/jobs/486899-python-developer-flask-/,Python,"['Selenium WebDriver', 'Celery', 'PostgreSQL', 'AWS', 'GIT', 'Python', 'API']",Pre-Intermediate,1
Senior Python Developer,https://djinni.co/jobs/486834-senior-python-developer/,Python,['Python'],Advanced/Fluent,3
Lead Python Developer (FinTech),https://djinni.co/jobs/461608-lead-python-developer-fintech-/,Python,,Intermediate,3
"Middle Python Developer
          

          

          
  
    
      $3000-3500",https://djinni.co/jobs/486815-middle-python-developer/,Python,,,3
Senior Python Developer  - Team Lead,https://djinni.co/jobs/460142-senior-python-developer-team-lead/,Python,"['Python', 'Django']",Upper-Intermediate,5
"Python BackEnd Developer
          

          

          
  
    
      $3500-6000",https://djinni.co/jobs/471050-python-backend-developer/,Python,"['Python', 'API', 'Redis', 'Nats', 'Kafka', 'RabbitMQ', 'Docker', 'SOLID']",,3
Senior Python Engineer    CyVers,https://djinni.co/jobs/485279-senior-python-engineer-cyvers/,Python,"['AWS', 'Python', 'Blockchain', 'Blockchain and Cryptocurrency']",Upper-Intermediate,5
Principal/Senior Python Developer,https://djinni.co/jobs/485235-principal-senior-python-developer/,Python,,Intermediate,5
Python developer,https://djinni.co/jobs/485232-python-developer/,Python,"['Python', 'AWS', 'Airflow', 'Docker', 'Kubernetes']",Intermediate,5
Senior Python Developer,https://djinni.co/jobs/484939-senior-python-developer/,Python,"['Python', 'Terraform']",Intermediate,5
Senior QA Automation Engineer,https://djinni.co/jobs/472529-senior-qa-automation-engineer/,Python,"['Python', 'Linux', 'Automated Testing', 'Automation QA', 'L2', 'L3 networking', 'Networking']",Intermediate,5
Machine Learning Engineer (Python),https://djinni.co/jobs/455810-machine-learning-engineer-python-/,Python,"['Python', 'Machine Learning']",Upper-Intermediate,5
Software Engineer (Python),https://djinni.co/jobs/485146-software-engineer-python-/,Python,,Upper-Intermediate,5
"Python backend разработчик
          

          

          
  
    
      $1500-3000",https://djinni.co/jobs/302048-python-backend-razrabotchik/,Python,"['Python 3; FastAPI', 'Starlette', 'SQLAlchemy', 'Celery', 'asyncio; REST API', 'PostgreSQL', 'RabbitMQ', 'Redis']",,2
Junior Python Developer in Test (Apps),https://djinni.co/jobs/336441-junior-python-developer-in-test-apps-/,Python,"['Python', 'pytest']",,0
Backend Developer (Python),https://djinni.co/jobs/468465-backend-developer-python-/,Python,,Intermediate,3
"Senior Python Developer, Financial Software Solutions",https://djinni.co/jobs/485084-senior-python-developer-financial-software-so/,Python,"['Python', 'Apache Airflow', 'PostgreSQL', 'MongoDB']",Intermediate,5
Python Team Lead (only locally to listed countries),https://djinni.co/jobs/485081-python-team-lead-only-locally-to-listed-count/,Python,"['Team Lead', 'Python', 'AWS', 'SQL']",Upper-Intermediate,3
"Python Developer with JavaScript Experience, Cloud Service Business Solutions",https://djinni.co/jobs/485077-python-developer-with-javascript-experience-c/,Python,"['electron.js', 'JavaScript', 'Python']",Intermediate,3
Python Tech Lead,https://djinni.co/jobs/469588-python-tech-lead/,Python,,Upper-Intermediate,5
Developer Linux Core/HAL,https://djinni.co/jobs/442508-developer-linux-core-hal/,Python,['Python'],Pre-Intermediate,2
"Senior Full-stack (Python+ Angular/Vue.js) Engineer
          

          

          
  
    
      $4000-6500",https://djinni.co/jobs/482201-senior-full-stack-python-angular-vue-js-engin/,Python,"['Senior Full-stack (Python+ Angular', 'Vue.js) Engineer']",Upper-Intermediate,3
"Middle or Strong Middle Python/Django Developer
          

          

          
  
      від $1000",https://djinni.co/jobs/456465-middle-or-strong-middle-python-django-develop/,Python,"['Python', 'Django', 'Backend development']",Intermediate,2
Python/Data Modelling Developer - Polan or relocation to Poland,https://djinni.co/jobs/482184-python-data-modelling-developer-polan-or-relo/,Python,,Upper-Intermediate,3
Python Developer,https://djinni.co/jobs/404429-python-developer/,Python,"['Python', 'Docker', 'MariaDB', 'MySQL', 'Postgres', 'Redis', 'AWS', 'Nats', 'Kafka', 'RabbitMQ']",,3
"Middle/Senior Python Software Engineer
          

          

          
  
      від $3000",https://djinni.co/jobs/482144-middle-senior-python-software-engineer/,Python,"['Python', 'Senior Python Software Engineer', 'Python Software Engineer', 'Python Developer']",,2
Snowflake / Python God needed,https://djinni.co/jobs/482132-snowflake-python-god-needed/,Python,"['Snowflake', 'Python', 'Azure']",Upper-Intermediate,3
Data Mining Engineer needed for data centric startup,https://djinni.co/jobs/256433-data-mining-engineer-needed-for-data-centric-/,Python,['Selenium'],Upper-Intermediate,0
Full Stack Python Developer,https://djinni.co/jobs/334071-full-stack-python-developer/,Python,,Intermediate,3
"Engineering Lead, Python",https://djinni.co/jobs/482048-engineering-lead-python/,Python,['Lead Python'],Upper-Intermediate,5
Middle/Senior Full-stack Developer (Vue.js + Python),https://djinni.co/jobs/482020-middle-senior-full-stack-developer-vue-js-pyt/,Python,"['Python', 'JavaScript', 'Vue', 'fullstack', 'Full-stack Web Development']",Upper-Intermediate,2
Principal/Lead Python Engineer with AWS,https://djinni.co/jobs/468364-principal-lead-python-engineer-with-aws/,Python,"['AWS', 'AWS Lambda', 'Jenkins', 'Terraform', 'Docker']",Upper-Intermediate,5
Python Developer,https://djinni.co/jobs/158518-python-developer/,Python,,,2
Python developer,https://djinni.co/jobs/481841-python-developer/,Python,['Python'],Upper-Intermediate,2
Senior Python/Data Developer - relocation to Poland is necessary,https://djinni.co/jobs/476299-senior-python-data-developer-relocation-to-po/,Python,,Upper-Intermediate,5
Junior Python Developer,https://djinni.co/jobs/239082-junior-python-developer/,Python,"['Python', 'Django', 'Django REST Framework', 'MySQL', 'PostgreSQL']",Intermediate,0
"mid Python developer
          

          

          
  
    
      $1500-2000",https://djinni.co/jobs/439501-mid-python-developer/,Python,"['Python', 'Django']",Beginner/Elementary,1
"Lead Python Engineer
          

          

          
  
    
      $6000-7000",https://djinni.co/jobs/475267-lead-python-engineer/,Python,,Upper-Intermediate,5
Middle Python Developer,https://djinni.co/jobs/488231-middle-python-developer/,Python,,Upper-Intermediate,3
"Software Developer (Python)
          

          

          
  
    
      $5000-7500",https://djinni.co/jobs/488220-software-developer-python-/,Python,['Python'],Upper-Intermediate,5
Machine Learning Engineer,https://djinni.co/jobs/488210-machine-learning-engineer/,Python,"['Python', 'Machine Learning']",Upper-Intermediate,5
Senior SAP BI/BW/DWC consultant,https://djinni.co/jobs/488184-senior-sap-bi-bw-dwc-consultant/,Python,"['Python', 'ABAP', 'JavaScript', 'SQL', 'SAP Analytics Cloud', 'SAP Business Technology Platform', 'SAP Data Warehouse Cloud']",Upper-Intermediate,3
Senior Big Data Engineer,https://djinni.co/jobs/488169-senior-big-data-engineer/,Python,,Upper-Intermediate,5
Back-end developer (Python),https://djinni.co/jobs/488124-back-end-developer-python-/,Python,,Intermediate,3
"Middle data engineer (python, Sql, git)",https://djinni.co/jobs/469660-middle-data-engineer-python-sql-git-/,Python,"['PostgreSQL', 'GIT', 'Python']",,2
Python Backend Engineer/ Rieltor,https://djinni.co/jobs/474549-python-backend-engineer-rieltor/,Python,,,3
Senior Python Developer,https://djinni.co/jobs/487978-senior-python-developer/,Python,"['Python', 'AWS', 'CI', 'CD']",Upper-Intermediate,5
"Python Developer
          

          

          
  
    
      $2500-4000",https://djinni.co/jobs/487963-python-developer/,Python,"['Python', 'PostgreSQL', 'Django Rest', 'DRF 3.X']",Beginner/Elementary,3
Senior xIL Model Framework Engineer (SIL/ Test Framework Developer) (IRC167871),https://djinni.co/jobs/487951-senior-xil-model-framework-engineer-sil-test-/,Python,,Intermediate,3
Integrator (Support specialist 3L),https://djinni.co/jobs/488741-integrator-support-specialist-3l-/,Python,"['Linux administrator', 'phyton', 'binom', 'technical support', 'API', 'marketing']",Intermediate,1
Python інженер,https://djinni.co/jobs/471674-python-inzhener/,Python,"['Python', 'Django', 'MS SQL', 'Linux', 'WSGI', 'Docker']",Intermediate,2
Python Solution Architect,https://djinni.co/jobs/488728-python-solution-architect/,Python,,Intermediate,5
Python Architect,https://djinni.co/jobs/488726-python-architect/,Python,,Intermediate,5
Senior Python Engineer,https://djinni.co/jobs/488670-senior-python-engineer/,Python,,Upper-Intermediate,3
Python Developer для Академії ІТ освіти,https://djinni.co/jobs/481907-python-developer-dlia-akademiyi-it-osviti/,Python,,Intermediate,1
"Senior Software Developer - Python/Azure
          

          

          
  
    
      $4500-5600",https://djinni.co/jobs/488562-senior-software-developer-python-azure/,Python,"['Azure', 'Spark', 'Python', 'VS Code', 'ETL']",Upper-Intermediate,3
Python developer,https://djinni.co/jobs/434867-python-developer/,Python,,Upper-Intermediate,3
Python Developer / Cyberwrite,https://djinni.co/jobs/488489-python-developer-cyberwrite/,Python,"['Python', 'DevOps', 'NoSQL', 'SQL', 'SQLite', 'MySQL', 'PostgreSQL', 'SQLAlchemy', 'AWS', 'numpy', 'Pandas']",Upper-Intermediate,5
"Python Engineer (FashionTech)
          

          

          
  
    
      $3500-5500",https://djinni.co/jobs/488484-python-engineer-fashiontech-/,Python,"['AWS Serverless Lambda', 'Python3']",Intermediate,5
"Python/Django/DRF developer
          

          

          
  
    
      $2500-4000",https://djinni.co/jobs/488481-python-django-drf-developer/,Python,"['AWS', 'Python3', 'Flask', 'DRF', 'Celery', 'Microservice architecture']",Intermediate,3
Senior SDET / Python AQA,https://djinni.co/jobs/488474-senior-sdet-python-aqa/,Python,"['Python', 'AWS', 'MicroServices']",Upper-Intermediate,3
Senior Python developer,https://djinni.co/jobs/474881-senior-python-developer/,Python,,Upper-Intermediate,3
Python developer,https://djinni.co/jobs/488435-python-developer/,Python,['Python'],,2
Python/Data Modelling Developer - Poland or relocation to Poland,https://djinni.co/jobs/488399-python-data-modelling-developer-poland-or-rel/,Python,,Upper-Intermediate,3
